internship_title,company_name,location,start_date,duration,stipend
Social Media Marketing,Workbinders Private Limited,Work From Home,Immediately,6 Months,"₹ 5,000-10,000 /month"
Policy Research,Sarkari School,Work From Home,Immediately,6 Months,Unpaid
Python Development,Areterix Technologies LLP,Ahmedabad,Immediately,6 Months,"₹ 4,000 /month"
WordPress Development,Digital Janit,Work From Home,Immediately,6 Months,"₹ 1,000-5,000 /month"
Social Media Marketing,MetaSaga,Mumbai,Immediately,6 Months,"₹ 4,000 /month"
Content Writing,Next Labs,Mumbai,Immediately,6 Months,"₹ 10,000 /month"
"Game Development, AR/VR",Dec Gaming Studio Private Limited,Work From Home,Immediately,6 Months,"₹ 1,000 /month"
HR Associate,Quantazone,Work From Home,Immediately,6 Months,"₹ 7,500 /month"
Hospitality,Mandal Woods,Chikmagalur,Immediately,6 Months,"₹ 10,000 /month"
Human Resources (HR),The Agency Source,Work From Home,Immediately,6 Months,"₹ 5,000 /month"
Psychology,Avaesa,Work From Home,Immediately,6 Months,"₹ 4,000 /month +  Incentives"
IT Technical Recruitment,The Agency Source,Work From Home,Immediately,6 Months,"₹ 5,000 /month"
Electronics (Embedded And Analog),Articulus Surgical,Bangalore,Immediately,6 Months,"₹ 15,000-20,000 /month"
Human Resources (HR),The Agency Source,Delhi,Immediately,6 Months,"₹ 5,000 /month"
Corporate Sales,Gully2Global,Bangalore,Immediately,6 Months,"₹ 10,000-15,000 /month"
Product Management,The Agency Source,Delhi,Immediately,6 Months,"₹ 10,000 /month"
Content Writing,Finowings Training Academy Private Limited,Lucknow,Immediately,6 Months,"₹ 4,000 /month"
Subject Matter Expert (Geography & Economics),Graveiens Eduservices Private Limited,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives"
Brand Partnerships,Confluencr,Bangalore,Immediately,6 Months,"₹ 15,000 /month"
Library Science,Shiga,Work From Home,Immediately,6 Months,Unpaid
Tutoring (For Entrance Coaching For Design Colleges In India),Vidya & Child,Noida,Immediately,6 Months,Unpaid
Equity Analysis,Trading Shalaa,Work From Home,Immediately,6 Months,"₹ 5,000-10,000 /month"
Law/Legal,DigiKagaz Technovation Private Limited,Kota,Immediately,6 Months,"₹ 5,000 /month"
PTV Visum / Vissim Modeler,Sonjwel,Work From Home,Immediately,6 Months,"₹ 10,000-20,000 /month"
Video Making/Editing,Corizo Edu-Tech,Bangalore,Immediately,3 Months,"₹ 18,000 /month"
Subject Matter Expert (SME) Finance,Solvitude,Work From Home,Immediately,3 Months,"₹ 15,000-30,000 /month"
Subject Matter Expert (SME) Statistics & Probability,Solvitude,Work From Home,Immediately,3 Months,"₹ 15,000-30,000 /month"
Project Assistant (Management/Logistics),Internet Innovations India Private Limited,Work From Home,Immediately,3 Months,"₹ 10,000-15,000 /month"
Business Development,Quantum IT Innovation,Work From Home,Immediately,3 Months,"₹ 8,000-10,000 /month"
PHP And WordPress Web Development,Webfeed,Kolkata,Immediately,3 Months,"₹ 8,000 /month"
Subject Matter Expert (Biology),HaZZten,Work From Home,Immediately,3 Months,"₹ 10,000-20,000 /month"
Video Making/Editing,Idea Usher,Work From Home,Immediately,3 Months,"₹ 5,000-15,000 /month"
Subject Matter Expert (Anatomy And Physiology),HaZZten,Work From Home,Immediately,3 Months,"₹ 10,000-20,000 /month"
Branding,DataSkience OPC Private Limited,Work From Home,Immediately,3 Months,"₹ 5,000 /month +  Incentives"
Subject Matter Expert (Economics),HaZZten,Work From Home,Immediately,3 Months,"₹ 10,000-20,000 /month"
Architecture,Seedtree,Surat,Immediately,3 Months,"₹ 5,000 /month"
Subject Matter Expert (Computer Science),HaZZten,Work From Home,Immediately,3 Months,"₹ 10,000-20,000 /month"
Graphic Design,Webvor,Work From Home,Immediately,3 Months,"₹ 3,000-7,000 /month"
Telecalling,Grow Next,Ghaziabad,Immediately,3 Months,"₹ 15,000 /month +  Incentives"
Graphic Design,Chrysalis Services,Work From Home,Immediately,3 Months,"₹ 10,000 /month"
Sales (Travel & Tourism),Vagus Travel Advisors,Work From Home,Immediately,3 Months,"₹ 5,000 /month"
Subject Matter Expert (SME) Accounting,Solvitude,Work From Home,Immediately,3 Months,"₹ 15,000-30,000 /month"
Human Resources (HR),Sharad Saraf,Pune,Immediately,3 Months,"₹ 3,000 /month +  Incentives"
Telecalling,Whitestone Technology,Work From Home,Immediately,3 Months,"₹ 1,000 /month +  Incentives"
Operations,Enerjazz,Noida,Immediately,3 Months,"₹ 10,000-15,000 /month"
Telesales,GROWNEXT,Delhi,Immediately,3 Months,"₹ 10,000 /month +  Incentives"
Human Resources (HR),HireMe Manpower Recruitment,Work From Home,Immediately,3 Months,"₹ 3,000 lump sum"
Human Resources (HR),Simple Things,Work From Home,Immediately,3 Months,"₹ 2,000 /month +  Incentives"
Retail Marketing,Swastik Spices,Hyderabad,Immediately,3 Months,"₹ 4,000 /month"
Product Management,Union Living,Thane,Immediately,3 Months,"₹ 5,000-7,000 /month"
WordPress Development,Digisteps,Delhi,Immediately,3 Months,"₹ 6,000 /month"
Social Media Management,Vruksh Ecosystems,Nagpur,Immediately,3 Months,"₹ 5,000 /month"
Video Making/Editing,Microphone Duties,Work From Home,Immediately,3 Months,"₹ 10,000 /month"
Search Engine Optimization (SEO),Online Front,Delhi,Immediately,3 Months,"₹ 4,000 /month"
Telecalling,SPACE-E-FIC,Kolkata,Immediately,3 Months,"₹ 2,000 /month +  Incentives"
Graphic Design,Quantum IT Innovation,Work From Home,Immediately,3 Months,"₹ 8,000-10,000 /month"
Legal Research,Aneesh Mittal,Delhi,Immediately,3 Months,"₹ 8,000-10,000 /month"
Platform Growth,Nbyula - Skillizens Without Borders,Bangalore,Immediately,3 Months,"₹ 15,000-30,000 /month"
Wealth Management,FinFluence,Noida,Immediately,3 Months,"₹ 2,000 /month +  Incentives"
Video Editing,Stun Studios,Work From Home,Immediately,3 Months,"₹ 5,000-6,000 /month"
Subject Matter Expert (Physics/Advanced Physics),HaZZten,Work From Home,Immediately,3 Months,"₹ 10,000-20,000 /month"
Architecture and Interior Design,ID+AS Architects,Mumbai,Immediately,3 Months,"₹ 5,000 /month"
Financial Analysis,Innate Alliance,Chennai,Immediately,3 Months,"₹ 10,000 /month"
Graphic Design,InnoTech Innovations,Work From Home,Immediately,3 Months,"₹ 1,000 lump sum"
School Counseling,Mental Health Mission India,Meerut,Immediately,3 Months,"₹ 2,000 /month"
Administration,Globify Offshoring Services Ltd Pvt,Mumbai,Immediately,3 Months,"₹ 10,000 /month"
Business Development (Sales),Vettel Tech,Work From Home,Immediately,3 Months,"₹ 8,000 /month"
Subject Matter Expert (Chemistry),HaZZten,Work From Home,Immediately,3 Months,"₹ 10,000-18,000 /month"
Video Making/Editing,Ranjan Technologies Private Limited,Work From Home,Immediately,3 Months,"₹ 1,500 /month"
Business Development (Sales),"Germanywale (Frankfurt, Germany)",Bensheim (Germany),Immediately,3 Months,"₹ 4,500 /month +  Incentives"
Business Development,Blackcoffer,Work From Home,Immediately,3 Months,"₹ 6,000-12,000 /month"
Data Science,Blackcoffer,Work From Home,Immediately,3 Months,"₹ 6,000-12,000 /month"
Video Making/Editing,FItrader Academy,Work From Home,Immediately,3 Months,₹150 /Video
Marketing,Impact Health,Work From Home,Immediately,3 Months,"₹ 3,000-8,000 /month"
Product Marketing,Blackcoffer,Work From Home,Immediately,3 Months,"₹ 5,000 /month"
Sales,Livinnocare Private Limited,Udaipur,Immediately,3 Months,"₹ 2,000 /month +  Incentives"
Content Writing,Dailysamachar24,Work From Home,Immediately,3 Months,"₹ 1,000-2,000 /month"
HR Business Partner - Talent Acquisition,U-SET Consulting Private Limited,Work From Home,Immediately,3 Months,"₹ 4,000 /month"
E-Commerce Sales,Groupick,Work From Home,Immediately,3 Months,"₹ 2,000 /month"
Sales,Climapreneur LLP,Delhi,Immediately,3 Months,"₹ 8,000 /month +  Incentives"
Flutter Development,Support - Lets Talk,Work From Home,Immediately,3 Months,"₹ 1,500 /month"
Human Resources (HR),Burlington English India,Gurgaon,Immediately,3 Months,"₹ 5,000 /month"
Lead Generation,Top Talent Bridge,Work From Home,Immediately,3 Months,"₹ 5,000 /month"
Full Stack Development,Caarya,Work From Home,Immediately,3 Months,"₹ 7,500-15,000 /month"
Business Development (Sales),Makos Infotech Private Limited,Work From Home,Immediately,3 Months,"₹ 10,000 /month +  Incentives"
Business Development (Sales),Makos Infotech Private Limited,Work From Home,Immediately,3 Months,"₹ 10,000 /month +  Incentives"
React.js Development,Caarya,Work From Home,Immediately,3 Months,"₹ 7,500-15,000 /month"
Human Resources (HR),Raletta Technology Private Limited,Indore,Immediately,3 Months,"₹ 2,000 /month"
Node.js Development,Caarya,Work From Home,Immediately,3 Months,"₹ 5,000-15,000 /month"
Video Creation (from North India),Top Talent Bridge,Work From Home,Immediately,3 Months,"₹ 5,000 /month"
Reel Making (from South India),Top Talent Bridge,Work From Home,Immediately,3 Months,"₹ 5,000 /month"
Human Resources (HR),SpanishBolo,Work From Home,Immediately,3 Months,"₹ 1,200 /month"
Graphic Design & Instagram Handling,Illustration Palette,Work From Home,Immediately,3 Months,"₹ 3,500-5,000 /month"
Management,CredResolve (Credhas Technology Private Limited),Bangalore,Immediately,3 Months,"₹ 5,000 /month"
Digital Marketing,Magas Service Media,Work From Home,Immediately,3 Months,"₹ 8,000 /month"
Business Development (Sales),Space Vision Group,Hyderabad,Immediately,3 Months,"₹ 10,000 /month"
Web Development,Code Tikki,Work From Home,Immediately,3 Months,"₹ 3,000 /month"
Technical Content Writer,QuadB Tech,Work From Home,Immediately,3 Months,"₹ 10,000 /month"
Business Development (Sales),Confluencr,Bangalore,Immediately,3 Months,"₹ 15,000 /month"
Photography & Filmmaking,ASHOO,Mumbai,Immediately,3 Months,"₹ 5,000 /month"
Machine Learning Developer (Python),Warewe Consultancy Private Limited,Gurgaon,Immediately,3 Months,"₹ 10,000-15,000 /month"
Node.js Developer,Warewe Consultancy Private Limited,Gurgaon,Immediately,3 Months,"₹ 10,000-15,000 /month"
Data Analytics & Backtesting,Newberry Group,Mumbai,Immediately,3 Months,"₹ 12,000 /month"
Marketing & Sales,Reynsia Tech Private Limited,Work From Home,Immediately,3 Months,"₹ 2,000 /month +  Incentives"
Talent Acquisition,Spottabl,Work From Home,Immediately,5 Months,"₹ 12,000 /month"
Video Editing,Rahul Sharma (The Guitar School),Gurgaon,Immediately,5 Months,"₹ 10,000 /month"
ReactJs Development,PyCray,Noida,Immediately,5 Months,"₹ 5,000 /month"
Content Writing,Kaaiser Global Education,Delhi,Immediately,5 Months,"₹ 10,000-12,000 /month"
Content Writing,Zit Media,Work From Home,Immediately,5 Months,"₹ 5,000 /month"
Graphic Design,Pearl Enterprise,Work From Home,Immediately,5 Months,"₹ 2,500-3,500 /month"
Database Building/Management,PluginLive Technologies,Work From Home,Immediately,5 Months,"₹ 5,000 /month"
Digital Marketing,TNT Watches,Work From Home,Immediately,5 Months,"₹ 5,000 /month"
Law/Legal,Litis Liberatio,Thane,Immediately,5 Months,"₹ 3,000 /month"
Corporate Sales,Stunhaul Private Limited,Work From Home,Immediately,5 Months,"₹ 1,000 /month +  Incentives"
Software Development Engineer,Internshala,Gurgaon,Immediately,5 Months,"₹ 18,000 /month"
Human Resources (HR),CoRover Private Limited,Work From Home,Immediately,5 Months,"₹ 5,000 /month"
Web Design/Development,Ease Of Biz,Navi Mumbai,Immediately,5 Months,"₹ 2,000 /month +  Incentives"
Public Relations,Think Of It Foundation,Work From Home,Immediately,5 Months,Unpaid
Subject Matter Expert (Chemistry),Innovalance Learning Systems,Work From Home,Immediately,5 Months,"₹ 13,000 /month"
Technical Presentation & Graphic Design,WordOkart,Work From Home,Immediately,5 Months,"₹ 1,500-5,000 /month"
Graphic Design,Brand Gradient,Work From Home,Immediately,5 Months,"₹ 1,000 /month +  Incentives"
Web Development,Emoolar Technology Private Limited,Work From Home,Immediately,5 Months,"₹ 5,000 /month"
Social Media Marketing,Mahendru Real Estate,Delhi,Immediately,5 Months,"₹ 3,000 /month"
Creative Writing - Screenplay,Ridvig Technologies,Pune,Immediately,5 Months,"₹ 3,000-8,000 /month"
Independent Sales,Househat,Pune,Immediately,5 Months,"₹ 20,000 /month"
Sales,Bytegenix Technology,Bangalore,Immediately,5 Months,"₹ 5,000 /month +  Incentives"
Social Media Marketing,Gunjan Goela,Work From Home,Immediately,5 Months,"₹ 3,000-5,000 /month"
Business Analytics,Quantasis Private Limited,Mumbai,Immediately,5 Months,"₹ 8,000-12,000 /month"
Digital Marketing,Warewe Consultancy Private Limited,Work From Home,Immediately,5 Months,"₹ 3,000-5,000 /month"
Android App Development,Visanka Technologies Private Limited,Work From Home,Immediately,5 Months,"₹ 2,000-5,000 /month"
Webflow Design,FlytBase Labs,Pune,Immediately,5 Months,"₹ 10,000-25,000 /month"
PHP Front End Development,Pavan Prakash,Work From Home,Immediately,5 Months,"₹ 3,000 /month"
Law/Legal,Lav Agrawal,Delhi,Immediately,5 Months,"₹ 2,000-10,000 /month"
Video Editing,Folkire,Work From Home,Immediately,5 Months,"₹ 10,000 /month"
Full Stack Development - MERN (ReactJS + NodeJS),MeeTri,Noida,Immediately,5 Months,"₹ 5,000 /month"
Subject Matter Expert (PCMB),Graveiens Eduservices Private Limited,Work From Home,Immediately,5 Months,"₹ 1,000 /month +  Incentives"
Customer Service Engineering (IT),TantraSoft Solutions (I) Private Limited,Bangalore,Immediately,5 Months,"₹ 12,000-15,000 /month"
Web Development Teaching Assistance (Virtual),Internshala Trainings,Work From Home,Immediately,5 Months,"₹ 5,000 /month +  Incentives"
Blog Writing,Confluencr,Bangalore,Immediately,5 Months,"₹ 12,000 /month"
Business Development (Sales),Yorteks,Work From Home,Immediately,5 Months,"₹ 1,500 /month +  Incentives"
Marketing,Shuruwaat.com,Mumbai,Immediately,5 Months,"₹ 2,000-10,000 /month"
SQL Development,Isourse,Delhi,Immediately,5 Months,"₹ 20,000 /month"
Management,Radix Educational Trust,Work From Home,Immediately,5 Months,Unpaid
Content Writing (Technology),Chirpn IT Solutions,Work From Home,Immediately,5 Months,"₹ 6,000 /month"
Front End Development,Algo Div,Work From Home,Immediately,6 Months,"₹ 5,000 /month +  Incentives"
Content Publishing,Review Dialer,Work From Home,Immediately,6 Months,"₹ 3,000 /month"
Field Sales,The Verticals,Visakhapatnam,Immediately,6 Months,"₹ 12,000-15,000 /month"
Search Engine Optimization (SEO),Expertbells Consulting Private Limited,Agra,Immediately,6 Months,"₹ 5,000-10,000 /month"
Software Engineer - Internship,EGovernments Foundation,Bangalore,Immediately,6 Months,"₹ 30,000 /month"
Director's Assistant,Amplitelligence LLP,Work From Home,Immediately,6 Months,"₹ 6,000 /month"
Sales & Marketing,Circle Health,Bangalore,Immediately,6 Months,"₹ 6,000-10,000 /month"
Human Resources (HR),Implantaire Technologies India Private Limited,Mysuru,Immediately,6 Months,"₹ 10,000 /month"
Social Media Marketing Influencer,Soulflower,Mumbai,Immediately,6 Months,"₹ 11,000 /month"
Algo Trading Backtest Development,Finbyz Tech Private Limited,Ahmedabad,Immediately,6 Months,"₹ 7,000 /month"
Real Time Doubt Solving (SME),LearnAsYouGo Private Limited,Work From Home,Immediately,6 Months,"₹ 6,000-12,000 /month"
Market Research,Amjo Technologies Private Limited,Work From Home,Immediately,6 Months,"₹ 6,000 /month"
Graphic Design,Fresco Global Private Limited,Kolkata,Immediately,6 Months,"₹ 2,000-10,000 /month"
Machine Learning Engineering,Harshit Surana,Work From Home,Immediately,6 Months,"₹ 25,000 /month"
Accounting,Edu-Visor,Delhi,Immediately,6 Months,"₹ 10,000 /month"
Graphic Design And Web Development,Weblystics,Work From Home,Immediately,6 Months,"₹ 5,000 /month"
Graphic Design,Batoony Rocks,Bangalore,Immediately,6 Months,"₹ 13,000-15,000 /month"
Business Development (Sales),Concierge India,Gurgaon,Immediately,6 Months,"₹ 10,000 /month +  Incentives"
Cold Calling,JBL Logistics LLP,Work From Home,Immediately,6 Months,"₹ 1,000 /month"
IT Business Development,Idea Usher,Work From Home,Immediately,6 Months,"₹ 8,000-15,000 /month"
Telecalling,SIEC Education Private Limited,Chandigarh,Immediately,6 Months,"₹ 12,000 /month"
Problem Setter,Code Tikki,Work From Home,Immediately,6 Months,"₹ 1,000 /month"
Fashion Design,Crystal Heal,Jaipur,Immediately,6 Months,"₹ 4,000 /month"
Google Ads,Sterling Inn,Work From Home,Immediately,6 Months,"₹ 4,000-6,000 /month"
Operations (Virtual Assistant),Dragon Fruit Studio,Work From Home,Immediately,6 Months,"₹ 5,000-7,000 /month"
Law/Legal,Aboorva  P,Work From Home,Immediately,6 Months,Unpaid
Digital Marketing,Justkwik E-Services Private Limited,Delhi,Immediately,6 Months,"₹ 4,000-8,000 /month"
Web Development,Agarvanshi Waves Private Limited,Gurgaon,Immediately,6 Months,"₹ 5,000 /month +  Incentives"
Graphic Design,CNG,Work From Home,Immediately,6 Months,"₹ 15,000 /month"
Corporate Sales,Nivius Technologies Private Limited,Bangalore,Immediately,6 Months,"₹ 5,000 /month +  Incentives"
Crowdfunding/Fundraising,Pawzz,Work From Home,Immediately,6 Months,"₹ 1,500-10,000 /month"
Social Sector Blog Content Writing,"Development Wala (London, United Kingdom)",Work From Home,Immediately,6 Months,"₹ 1,000 /month"
Operations,Aimlay Private Limited,Delhi,Immediately,6 Months,"₹ 18,000 /month"
Stock Market Management,Trading Shalaa,Work From Home,Immediately,6 Months,"₹ 4,000-8,000 /month"
Finance Research,Trading Shalaa,Work From Home,Immediately,6 Months,"₹ 5,000-10,000 /month"
Equity Research,Trading Shalaa,Work From Home,Immediately,6 Months,"₹ 5,000-10,000 /month"
Online Western Vocals Tutoring,Narigiri's Connect To Universe Private Limited,Work From Home,Immediately,6 Months,"₹ 1,500-8,000 /month"
Online CBSE Arabic Tutoring,Narigiri's Connect To Universe Private Limited,Work From Home,Immediately,6 Months,"₹ 1,500-8,000 /month"
Customer Service & Sales,HOOPA Baby Store,Work From Home,Immediately,6 Months,"₹ 10,000 /month +  Incentives"
Business Development (Sales),CODING JUNIORS TECH PRIVATE LIMITED,Work From Home,Immediately,6 Months,"₹ 15,000 /month"
